Recording Transcription Identification,Measure Identification,Year,Date,Recording Start Time,Recording Station Identification,Route Name,Route Identification,Station,UTM Zone,UTM Easting,UTM Northing,Observer,Cloud Cover (%),Wind Speed (Beaufort Scale),Temperature (°C),Background Noise Level,Transcriber,American Ornithologists' Union Species Code,Number of Birds Detected From 0 - 3 Minutes,Number of Birds Detected From 3 - 5 Minutes,Number of Birds Detected From 5 - 10 Minutes,Call Detected During Bird Fly Over,Vegetation Community,Observer Comments,Transcriber Comments,Comments
615,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,SWTH,1,1,1,FALSE,CP,,,
616,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,RCKI,0,0,1,FALSE,CP,,,
617,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,GRAJ,1,0,0,FALSE,CP,,,
618,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,CMWA,0,0,1,FALSE,CP,,,
619,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,BHVI,0,0,1,FALSE,CP,,,
620,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,CHSP,0,1,0,FALSE,CP,,,
621,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,TEWA,1,0,0,FALSE,CP,,,
622,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,BBWA,0,1,0,FALSE,CP,,,
623,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,YRWA,1,0,1,FALSE,CP,,,
624,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,BRCR,0,1,0,FALSE,CP,,,
625,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,WWCR,1,1,0,FALSE,CP,,,
626,PANP-02-E3-2005-1,2005,03/07/2005,7:15,PANP-02-E3,Camp 10,2,E3,13U,427160,5957647,,,,,Light,1,RESQ,1,0,0,FALSE,CP,,,
627,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,PISI,0,1,0,FALSE,,,,
628,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,WWCR,0,1,0,FALSE,,,,
629,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,BRCR,0,0,1,FALSE,,,,
630,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,TEWA,0,0,1,FALSE,,,,
631,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,BBWA,1,0,0,FALSE,,,,
632,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,BLBW,1,0,0,FALSE,,,,
633,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,CHSP,1,0,0,FALSE,,,,
634,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,OVEN,1,0,0,FALSE,,,,
635,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,BHVI,1,0,0,FALSE,,,,
636,PANP-02-E4-2005-1,2005,03/07/2005,6:20,PANP-02-E4,Camp 10,2,E4,13U,,,,,,,Moderate,1,RESQ,1,0,0,FALSE,,,,
637,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,EVGR,0,0,1,FALSE,CP,,,
638,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,BHVI,1,0,0,FALSE,CP,,,
639,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,YRWA,0,1,1,FALSE,CP,,,
640,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,WIWR,1,0,0,FALSE,CP,,,
641,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,BOCH,0,0,1,FALSE,CP,,,
642,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,CORA,0,1,0,FALSE,CP,,,
643,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,OVEN,1,0,0,FALSE,CP,,,
644,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,WWCR,0,0,1,FALSE,CP,,,
645,PANP-02-E5-2005-1,2005,03/07/2005,5:27,PANP-02-E5,Camp 10,2,E5,13U,427854,5957690,,,,,Moderate,1,RESQ,1,0,0,FALSE,CP,,,
1,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,HETH,3,0,0,FALSE,,,,
2,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,RCKI,0,1,0,FALSE,,,,
3,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,MODO,2,0,0,FALSE,,,,
4,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,CHSP,0,0,1,FALSE,,,,
5,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,WTSP,0,2,0,FALSE,,,,
6,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,DEJU,0,0,1,FALSE,,,,
7,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,CEDW,0,0,1,FALSE,,,,
8,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,COYE,0,1,1,FALSE,,,,
9,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,CSWA,0,0,2,FALSE,,,,
10,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,YWAR,1,0,0,FALSE,,,,
11,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,CONW,1,0,1,FALSE,,,,
12,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,MOWA,1,1,0,FALSE,,,,
13,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,NOWA,0,0,1,FALSE,,,,
14,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,REVI,1,0,0,FALSE,,,,
15,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,OVEN,1,0,0,FALSE,,,,
16,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,NAWA,0,1,1,FALSE,,,,
17,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,HOWR,0,0,1,FALSE,,,,
18,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,SEWR,1,0,0,FALSE,,,,
19,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,SORA,1,1,0,FALSE,,,,
20,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,COSN,0,0,1,FALSE,,,,
21,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,GRAJ,0,0,2,FALSE,,,,
22,PANP-10-01-2005-1,2005,16/06/2005,5:28,PANP-10-01,Sturgeon Ridge,10,1,13U,386215,5951725,,,,,None,1,AMCR,0,0,1,FALSE,,,,
23,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,REVI,2,1,0,FALSE,,,,
24,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,SPSA,0,0,1,FALSE,,,,
25,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,MOWA,0,1,0,FALSE,,,,
26,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,COYE,0,0,2,FALSE,,,,
27,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,OCWA,1,0,0,FALSE,,,,
28,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,OVEN,1,0,1,FALSE,,,,
29,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,NAWA,0,0,1,FALSE,,,,
30,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,RUGR,1,0,0,FALSE,,,,
31,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,CCSP,0,0,2,FALSE,,,,
32,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,WTSP,2,0,0,FALSE,,,,
33,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,HETH,0,0,1,FALSE,,,,
34,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,MODO,0,0,1,FALSE,,,,
35,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,GRAJ,0,2,0,FALSE,,,,
36,PANP-10-02-2005-1,2005,16/06/2005,6:24,PANP-10-02,Sturgeon Ridge,10,2,13U,386452,5951402,,,,,None,1,CORA,1,0,0,FALSE,,,,
37,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,PHVI,1,0,0,FALSE,,,,
38,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,REVI,0,0,1,FALSE,,,,
39,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,PISI,0,0,1,FALSE,,,,
40,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,BRCR,0,0,1,FALSE,,,,
41,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,CEDW,1,1,0,FALSE,,,,
42,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,BHCO,0,1,0,FALSE,,,,
43,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,RBGR,1,0,0,FALSE,,,,
44,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,GRAJ,0,0,1,FALSE,,,,
45,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,OVEN,2,1,0,FALSE,,,,
46,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,CONW,1,0,0,FALSE,,,,
47,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,NAWA,0,1,0,FALSE,,,,
48,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,MODO,1,0,0,FALSE,,,,
49,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,RCKI,0,0,1,FALSE,,,,
50,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,RUGR,0,0,1,FALSE,,,,
51,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,CORA,1,0,0,FALSE,,,,
52,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,WTSP,1,0,1,FALSE,,,,
53,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,SORA,1,0,0,FALSE,,,,
54,PANP-10-03-2005-1,2005,16/06/2005,7:00,PANP-10-03,Sturgeon Ridge,10,3,13U,386674,5951069,,,,,None,1,SACR,0,0,2,FALSE,,,,
55,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,OVEN,3,0,0,FALSE,MW,,,
56,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,CONW,0,2,0,FALSE,MW,,,
57,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,COYE,0,0,1,FALSE,MW,,,
58,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,YRWA,0,0,1,FALSE,MW,,,
59,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,BAWW,1,0,0,FALSE,MW,,,
60,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,YBSA,0,0,1,FALSE,MW,,,
61,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,TEWA,1,0,0,FALSE,MW,,,
62,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,CCSP,1,1,0,FALSE,MW,,,
63,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,WTSP,1,1,0,FALSE,MW,,,
64,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,GRAJ,0,0,1,FALSE,MW,,,
65,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,AMRO,1,0,0,FALSE,MW,,,
66,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,REVI,1,0,0,FALSE,MW,,,
67,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,RCKI,0,1,0,FALSE,MW,,,
68,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,MODO,0,1,0,FALSE,MW,,,
69,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,HETH,1,0,0,FALSE,MW,,,
70,PANP-10-04-2005-1,2005,16/06/2005,7:30,PANP-10-04,Sturgeon Ridge,10,4,13U,386978,5951018,,,,,Light,1,RESQ,0,0,1,FALSE,MW,,,
71,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,TEWA,0,0,1,FALSE,GE,,,
72,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,NAWA,0,0,1,FALSE,GE,,,
73,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,CEDW,1,0,0,FALSE,GE,,,
74,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,GRAJ,0,0,1,FALSE,GE,,,
75,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,ALFL,0,0,1,FALSE,GE,,,
76,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,YRWA,0,1,0,FALSE,GE,,,
77,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,OVEN,2,0,0,FALSE,GE,,,
78,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,REVI,2,0,0,FALSE,GE,,,
79,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,RBGR,0,0,1,FALSE,GE,,,
80,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,CCSP,0,1,0,FALSE,GE,,,
81,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,CONW,1,0,0,FALSE,GE,,,
82,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,WTSP,1,1,0,FALSE,GE,,,
83,PANP-10-05-2005-1,2005,16/06/2005,8:07,PANP-10-05,Sturgeon Ridge,10,5,13U,387126,5950646,,,,,Light,1,BLJA,1,1,0,FALSE,GE,,,
84,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,RCKI,1,0,0,FALSE,GE,,,
85,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,CEDW,0,0,1,FALSE,GE,,,
86,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,CCSP,0,1,0,FALSE,GE,,,
87,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,CHSP,0,0,1,FALSE,GE,,,
88,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,WTSP,1,0,1,FALSE,GE,,,
89,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,TEWA,0,1,0,FALSE,GE,,,
90,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,OCWA,0,1,0,FALSE,GE,,,
91,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,OVEN,2,0,0,FALSE,GE,,,
92,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,MOWA,0,0,1,FALSE,GE,,,
93,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,CONW,1,0,0,FALSE,GE,,,
94,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,YRWA,1,0,0,FALSE,GE,,,
95,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,BHCO,0,0,1,FALSE,GE,,,
96,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,RUGR,1,0,0,FALSE,GE,,,
124,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,RBGR,1,0,0,FALSE,GE,,,
125,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,REVI,1,0,0,FALSE,GE,,,
126,PANP-10-06-2005-1,2005,16/06/2005,8:46,PANP-10-06,Sturgeon Ridge,10,6,13U,387358,5950321,,,,,Light,1,GRYE,0,0,1,FALSE,GE,,,
127,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,HETH,1,1,0,FALSE,GE,,,
128,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,CEDW,1,0,0,FALSE,GE,,,
129,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,KILL,1,0,0,FALSE,GE,,,
130,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,CCSP,1,0,0,FALSE,GE,,,
131,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,YRWA,1,0,0,FALSE,GE,,,
132,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,OCWA,1,0,0,FALSE,GE,,,
133,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,AMRE,0,1,0,FALSE,GE,,,
134,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,REVI,1,0,0,FALSE,GE,,,
135,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,RUGR,1,0,0,FALSE,GE,,,
136,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,ALFL,0,0,1,FALSE,GE,,,
137,PANP-10-07-2005-1,2005,16/06/2005,9:20,PANP-10-07,Sturgeon Ridge,10,7,13U,387655,5950053,,,,,Light,1,WTSP,2,0,0,FALSE,GE,,,
138,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,PISI,0,0,1,FALSE,GE,,,
139,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,RBGR,0,0,1,FALSE,GE,,,
140,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,CHSP,1,0,0,FALSE,GE,,,
141,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,CCSP,1,0,0,FALSE,GE,,,
142,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,WTSP,1,0,0,FALSE,GE,,,
143,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,MODO,0,0,1,FALSE,GE,,,
144,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,OVEN,0,0,1,FALSE,GE,,,
145,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,REVI,1,1,0,FALSE,GE,,,
146,PANP-10-08-2005-1,2005,16/06/2005,9:50,PANP-10-08,Sturgeon Ridge,10,8,13U,387932,5949763,,,,,Heavy,1,CONW,1,0,0,FALSE,GE,,,
